name,amenity,country,iso3,source,latitude,longitude,addr_city,operator,building,near_hotspot,hotspot_info
مدرسةدوالنورين,school,Sudan,SDN,OSM,15.09695,33.22456,,,,False,
al-imam almahadi elementary school,school,Sudan,SDN,OSM,15.01329,33.09274,,,,False,
مدرسة الراشدين الثانوية بنات,school,Sudan,SDN,OSM,15.62541,32.45281,,,,True,Omdurman (5 events)
مدرسة السلام الثانوية,school,Sudan,SDN,OSM,15.65359,32.63553,,,,True,Bahri (4 events)
جامعة العلوم والتقانة مجمع العلوم الادارية,university,Sudan,SDN,OSM,15.67789,32.49537,,,,True,Bahri (4 events)
جامعة السودان كلية علوم الاشعة الطبية,college,Sudan,SDN,OSM,15.60648,32.54381,,,,True,Bahri (4 events)
مدرسة المنصورة الاساسية,school,Sudan,SDN,OSM,15.61532,32.45675,,,,True,Omdurman (5 events)
اكاديمية العلوم الهندسية,university,Sudan,SDN,OSM,15.55671,32.50999,,,,True,Khartoum (9 events)
Faculty of Geographical and Environmental Sciences,university,Sudan,SDN,OSM,15.61123,32.54068,,,,True,Bahri (4 events)
المجلس الافريقي للتعليم الخاص - ثانوية بنات,school,Sudan,SDN,OSM,15.56206,32.56123,,,,True,Khartoum (9 events)
المدرسة البلجيكية السودانية الفنية,school,Sudan,SDN,OSM,15.56391,32.56248,,,,True,Khartoum (9 events)
Khartoum International Preparatory School (K.I.P.S),school,Sudan,SDN,OSM,15.56287,32.56133,,,,True,Khartoum (9 events)
مدارس المجلس الافريقي للتعليم الخاص,school,Sudan,SDN,OSM,15.52859,32.53843,,,,True,Khartoum (9 events)
مدارس كبيدة العالمية,school,Sudan,SDN,OSM,15.5459,32.55984,,,,True,Khartoum (9 events)
Elrazi University,university,Sudan,SDN,OSM,15.51258,32.59265,,,,True,Khartoum (9 events)
السلام (د),school,Sudan,SDN,OSM,12.01622,24.99472,,,,False,
سلام (ه),school,Sudan,SDN,OSM,12.01608,24.99542,,,,False,
كلية قاردن سيتي,college,Sudan,SDN,OSM,15.59029,32.57152,,,,True,Khartoum (9 events)
مدرسة مأمون البرير للبنات,school,Sudan,SDN,OSM,15.63309,32.53947,,,,True,Bahri (4 events)
كلية الشرطة,university,Sudan,SDN,OSM,15.478,32.66499,,,,False,
مدرسة الازهري الثانوية الحكومية,school,Sudan,SDN,OSM,15.53126,32.52895,,,,True,Khartoum (9 events)
جامعة الخرطوم,university,Sudan,SDN,OSM,15.60864,32.54182,,,,True,Bahri (4 events)
مدرسة ابي ذر الغفاري,school,Sudan,SDN,OSM,15.59183,32.45481,,,,True,Khartoum (9 events)
مدرسة الكلاكلة القبة بنين,school,Sudan,SDN,OSM,15.47223,32.46561,,,,False,
مدرسة القبة بنات,school,Sudan,SDN,OSM,15.471,32.46545,,,,False,
مدرسة الكلاكلة الوحدة الثانوية بنين,school,Sudan,SDN,OSM,15.45013,32.4887,,,,False,
Secondary school,school,Sudan,SDN,OSM,14.05883,35.4858,,,,False,
مدرسة الشميلياب الاساسية المزدوجة,school,Sudan,SDN,OSM,14.05565,35.47701,,,,False,
مدرسة التكينة الثانوية,school,Sudan,SDN,OSM,15.22291,33.05043,,,,False,
مدرسة المكي للاساس بنين,school,Sudan,SDN,OSM,14.42018,33.55776,,,,False,
جامعة الزعيم الازهري مجمع كافوري,university,Sudan,SDN,OSM,15.64531,32.57121,,,,True,Bahri (4 events)
مدرسة الكوهجي الثانوية بنات,school,Sudan,SDN,OSM,15.61337,32.64768,,,,False,
مدرسة الوحدة الاساسية بنات,school,Sudan,SDN,OSM,15.61751,32.64021,,,,True,Bahri (4 events)
مدرسة خالد بن الوليد الثانوية بنين,school,Sudan,SDN,OSM,15.63338,32.63077,,,,True,Bahri (4 events)
مدرسة حي الوفاق مربع 11 بنين,school,Sudan,SDN,OSM,15.6518,32.35595,,,,True,Omdurman (5 events)
مدرسة الانقاذ الاساسية بنات,school,Sudan,SDN,OSM,15.58425,32.45617,,,,True,Khartoum (9 events)
مدرسة الرميلة,school,Sudan,SDN,OSM,15.57128,32.50862,,,,True,Khartoum (9 events)
مدرسة شمبات الشرقية الابتدائية بنين,school,Sudan,SDN,OSM,15.65825,32.53204,,,,True,Bahri (4 events)
مدرسة القادسية بنات,school,Sudan,SDN,OSM,15.65315,32.44301,,,,True,Omdurman (5 events)
مدرسة القادسية بنين,school,Sudan,SDN,OSM,15.6533,32.44218,,,,True,Omdurman (5 events)
جامعة الجزيرة كلية التربية,college,Sudan,SDN,OSM,14.72474,33.2995,,,,True,Sharg Al Jazirah (1 events)
مدرسة بن خلدون الثانوية بنين,school,Sudan,SDN,OSM,14.73195,33.29916,,,,True,Sharg Al Jazirah (1 events)
مدرسة الطبري الثانوية بنين,school,Sudan,SDN,OSM,14.72693,33.30162,,,,True,Sharg Al Jazirah (1 events)
مدرسة الشهيد محمد الطاهر محمود بنين,school,Sudan,SDN,OSM,14.71976,33.31421,,,,False,
مدرسة اليرموك الاساسية بنات,school,Sudan,SDN,OSM,14.7193,33.31481,,,,False,
مدارس القبس اساس,school,Sudan,SDN,OSM,15.5461,32.56041,,,,True,Khartoum (9 events)
مدرسة المرافئ الثانوية الخاصة,school,Sudan,SDN,OSM,15.54541,32.57016,,,,True,Khartoum (9 events)
مدرسة امبدة النموذجية بنين,school,Sudan,SDN,OSM,15.65513,32.45344,,,,True,Omdurman (5 events)
Alofoug College of Science and Technology,university,Sudan,SDN,OSM,15.54749,32.54837,,,,True,Khartoum (9 events)
مؤسسة جنة الاطفال التعليمية,kindergarten,Sudan,SDN,OSM,15.55267,32.42588,,,,True,Omdurman (5 events)
Seleia School,college,Sudan,SDN,OSM,14.00075,22.61688,,,,False,
جامعة البحر الأحمر,university,Sudan,SDN,OSM,19.61037,37.22033,,,,True,Port Sudan (2 events)
مدرسة ارارا للبنات,college,Sudan,SDN,OSM,12.72946,22.16525,,,,False,
معهد اللغات,school,Sudan,SDN,OSM,11.45935,26.1277,,,,False,
مدرسة ابن سينا الثانوية,school,Sudan,SDN,OSM,11.46346,26.13425,,,,False,
مدرسة الناظر الثانوية,school,Sudan,SDN,OSM,11.43096,26.12695,,,,False,
مدرسة المجمع اليمني الثانوية,school,Sudan,SDN,OSM,15.56987,32.56885,,,,True,Khartoum (9 events)
جامعة السودان العالمية,university,Sudan,SDN,OSM,15.50497,32.60005,,,,True,Khartoum (9 events)
مدرسة ام المؤمنين الاساسية بنات,school,Sudan,SDN,OSM,15.62165,32.61004,,,,True,Bahri (4 events)
مدرسة عبد الله بن مسعود بنين,school,Sudan,SDN,OSM,15.42789,32.49495,,,,False,
Jiwayria Bint Al-Harith Elementary School for Girls,school,Sudan,SDN,OSM,15.46075,32.46294,,,,False,
Khartoum International Community School KICS,school,Sudan,SDN,OSM,15.53358,32.58526,,,,True,Khartoum (9 events)
Amarat 1 Basic Level School (Boys),school,Sudan,SDN,OSM,15.57113,32.54705,,,,True,Khartoum (9 events)
مدرسة الثورة الحارة الخامسة بنات,school,Sudan,SDN,OSM,15.68136,32.48737,,,,False,
Al Taif Typical Basic School for Girls,school,Sudan,SDN,OSM,15.5659,32.57361,,,,True,Khartoum (9 events)
جامعة السودان القسم الجنوبي,university,Sudan,SDN,OSM,15.56038,32.54018,,,,True,Khartoum (9 events)
جامعة أمدرمان الإسلامية,university,Sudan,SDN,OSM,15.57076,32.44696,,,,True,Khartoum (9 events)
جامعة السودان القسم الجنوبي كلية الهندسة,university,Sudan,SDN,OSM,15.56027,32.53911,,,,True,Khartoum (9 events)
كلية التربية البدنية والرياضة,college,Sudan,SDN,OSM,15.56093,32.54201,,,,True,Khartoum (9 events)
جامعة السودان العمادة,university,Sudan,SDN,OSM,15.59883,32.51236,,,,True,Khartoum (9 events)
قرية التبوب,school,Sudan,SDN,OSM,14.49576,33.27634,,,,False,
مدرسة أبو ذر الكودة,school,Sudan,SDN,OSM,15.56755,32.43529,,,,True,Omdurman (5 events)
كلية العلوم الهندسية,university,Sudan,SDN,OSM,14.1107,25.57465,,,,False,
University of Albutana Faculty of Medicine,college,Sudan,SDN,OSM,14.77548,33.35335,,,,True,Sharg Al Jazirah (1 events)
مدرسة شموع الغد للأساس,school,Sudan,SDN,OSM,14.35505,33.53194,,,,False,
مدرسة التميد الاساسية,school,Sudan,SDN,OSM,13.49859,22.92395,,,,False,
Al Faid,school,Sudan,SDN,OSM,15.55235,32.4288,,,,True,Omdurman (5 events)
مدرسة الوصال,school,Sudan,SDN,OSM,15.52961,32.42325,,,,True,Omdurman (5 events)
ANDJI,school,Mali,MLI,OSM,14.84405,-3.15878,,,,False,
École Anakaga,school,Mali,MLI,OSM,14.0031,-3.29755,,,,False,
Zanfina,school,Mali,MLI,OSM,11.40675,-6.79871,,,,False,
École Demeoro,school,Mali,MLI,OSM,13.97275,-3.18515,,,,False,
DALLAH [2ème C],school,Mali,MLI,OSM,15.10301,-2.64325,,,,False,
Chabil Houdar de Toroli [2ème C],school,Mali,MLI,OSM,13.91956,-3.21995,,,,False,
BOURKOUMA [2ème C],school,Mali,MLI,OSM,13.85253,-4.02805,,,,False,
BORE [1er C],school,Mali,MLI,OSM,15.12865,-3.49234,,,,False,
Bawema,school,Mali,MLI,OSM,13.90478,-3.70375,,,,False,
SIBIRILA MEDERSA,school,Mali,MLI,OSM,11.42643,-7.76985,,,,False,
SIBIRILA ECOM,school,Mali,MLI,OSM,11.42651,-7.77015,,,,False,
TORA-DIALANIKORO,school,Mali,MLI,OSM,11.39789,-8.05475,,,,False,
Ecole de Sola,school,Mali,MLI,OSM,11.30739,-7.32225,,,,False,
École communitaire Sounkoro Dogomikoro Togola,school,Mali,MLI,OSM,12.0029,-7.38855,,,,False,
NENE,school,Mali,MLI,OSM,13.68058,-3.60175,,,,False,
OROKAMBA,school,Mali,MLI,OSM,14.45876,-3.09395,,,,False,
MEDERSA de KANI-KOMBOLE,school,Mali,MLI,OSM,14.15005,-3.59206,,,,False,
MEDERSA de KOMINIDÔ,school,Mali,MLI,OSM,14.67555,-3.27472,,,,False,
SISSANHIN,school,Mali,MLI,OSM,13.91245,-3.14214,,,,False,
SABILOU SAADATA FITARIK TAALIMOU,school,Mali,MLI,OSM,14.89985,-2.95213,,,,False,
École Satem,school,Mali,MLI,OSM,14.24155,-3.33961,,,,False,
PELOU [2ème C],school,Mali,MLI,OSM,14.34595,-3.44328,,,,False,
SONGORE [2ème C],school,Mali,MLI,OSM,13.55813,-3.47075,,,,False,
SOGUE,school,Mali,MLI,OSM,13.38896,-3.38685,,,,False,
OURO N'GUEROU,school,Mali,MLI,OSM,15.10965,-2.1613,,,,False,
HAMDALLAYE,school,Mali,MLI,OSM,13.56544,-3.63165,,,,False,
École Dounde 1er Cycle,school,Mali,MLI,OSM,13.96063,-3.71455,,,,False,
DOURO-NA,school,Mali,MLI,OSM,13.89205,-6.20455,,,,False,
KOUNDIOUM,school,Mali,MLI,OSM,15.62541,-3.54851,,,,False,
KONO-NÂ,school,Mali,MLI,OSM,14.79205,-3.03156,,,,False,
KANI-GOGOUNA [2ème C],school,Mali,MLI,OSM,14.56209,-3.39595,,,,False,
BOUGOULA,school,Mali,MLI,OSM,11.54224,-7.84205,,,,False,
TIESIRISO,school,Mali,MLI,OSM,12.68737,-7.95805,,,,False,
MEKIN-SIKORO [2ème C]IV,school,Mali,MLI,OSM,12.68025,-7.98387,,,,False,
MEKIN-SIKORO [2ème C] III,school,Mali,MLI,OSM,12.67553,-7.97475,,,,False,
FADJIGUILA A,school,Mali,MLI,OSM,12.67285,-7.94948,,,,False,
FADJIGUILA [2ème C] I,school,Mali,MLI,OSM,12.67295,-7.94943,,,,False,
MICHEL ALLAIRE [1er C],school,Mali,MLI,OSM,12.60434,-7.97575,,,,False,
ARACHADE de NIARAKO,school,Mali,MLI,OSM,11.25365,-7.72905,,,,False,
MEDERSA DAOLILA,school,Mali,MLI,OSM,10.7569,-8.24195,,,,False,
Medersa de Nani,school,Mali,MLI,OSM,11.75235,-7.36193,,,,False,
École secondaire de Manankoro,school,Mali,MLI,OSM,10.46045,-7.44761,,,,False,
MENA,school,Mali,MLI,OSM,11.40175,-7.02176,,,,False,
École Moussa Mah Niambele de Tintala,school,Mali,MLI,OSM,11.82765,-7.31083,,,,False,
École sécondaire Issa Traore de Nani,school,Mali,MLI,OSM,11.75065,-7.36383,,,,False,
École de Faradie Dogo,school,Mali,MLI,OSM,11.99125,-7.4993,,,,False,
KONIKO MEDERSA,school,Mali,MLI,OSM,10.39595,-7.91412,,,,False,
KOLA,school,Mali,MLI,OSM,11.42486,-7.44445,,,,False,
MASSIGUI B [2ème C],school,Mali,MLI,OSM,11.85845,-6.76449,,,,False,
MASSAKONI,school,Mali,MLI,OSM,12.13376,-6.80025,,,,False,
MISSANGO [1er C],school,Mali,MLI,OSM,12.81925,-7.06467,,,,False,
MEDERSA SEHOUN DJOURALA,school,Mali,MLI,OSM,12.16341,-6.60345,,,,False,
MEDERSA EL NOUR SOUNDOUGOUBA COURA,school,Mali,MLI,OSM,12.61507,-7.75355,,,,False,
NIAMAZANA,school,Mali,MLI,OSM,11.97885,-6.96245,,,,False,
N'DJILA,school,Mali,MLI,OSM,12.50844,-6.93095,,,,False,
FATIHOUDINE de KANTELABOUGOU,school,Mali,MLI,OSM,11.96845,-6.79452,,,,False,
KOROKORO [1er C],school,Mali,MLI,OSM,12.73535,-7.38192,,,,False,
KANZO DIOURALA,school,Mali,MLI,OSM,12.09734,-6.66435,,,,False,
Ecole de \,school,Mali,MLI,OSM,11.85695,-8.62218,,,,False,
KOBALACOURA [2ème C],school,Mali,MLI,OSM,12.62485,-7.81621,,,,False,
KENIKELA,school,Mali,MLI,OSM,11.83355,-6.68715,,,,False,
WACORO [1er C],school,Mali,MLI,OSM,12.60305,-6.69355,,,,False,
ZANA,school,Mali,MLI,OSM,11.80325,-6.60408,,,,False,
Yelekebougou [1er C],school,Mali,MLI,OSM,12.97409,-8.04245,,,,False,
ECOM DIGUIDJAN,school,Mali,MLI,OSM,14.47515,-11.48224,,,,False,
SERIMAMBOUGOU,school,Mali,MLI,OSM,11.88405,-6.8002,,,,False,
N'TONIBA,school,Mali,MLI,OSM,12.71975,-8.10482,,,,False,
NOUROULAHI,school,Mali,MLI,OSM,11.77332,-6.51835,,,,False,
OUSSOULIYA [2ème C],school,Mali,MLI,OSM,12.79321,-6.96055,,,,False,
SIRAKORONI,school,Mali,MLI,OSM,12.10375,-6.56295,,,,False,
SOUBLOU SALAM WAL HOUDA [1er C],school,Mali,MLI,OSM,12.1067,-6.52135,,,,False,
INKADEWANE,school,Mali,MLI,OSM,16.48503,2.18335,,,,False,
FANA C1,school,Mali,MLI,OSM,12.77485,-6.96046,,,,False,
ISSEYANGA,school,Mali,MLI,OSM,16.05728,-0.71175,,,,False,
FIA,school,Mali,MLI,OSM,16.96857,-0.99665,,,,False,
FAFA-HAOUSSA [1er C],school,Mali,MLI,OSM,15.32365,0.74737,,,,False,
FAFA - GOURMA,school,Mali,MLI,OSM,15.33769,0.71785,,,,False,
ECOM Somabougou,school,Mali,MLI,OSM,12.78568,-7.87585,,,,False,
TABANGO P/C,school,Mali,MLI,OSM,15.80482,0.37015,,,,False,
SOLIDARITE ISLAMIQUE (FORGHO) [1er C],school,Mali,MLI,OSM,16.50675,-0.0733,,,,False,
LABBEZANGA ILE,school,Mali,MLI,OSM,14.96145,0.69324,,,,False,
OUATAGOUNA P/C,school,Mali,MLI,OSM,15.18265,0.72298,,,,False,
TOUN [2ème C],school,Mali,MLI,OSM,13.54504,-3.90395,,,,False,
WAKARA [1er C]YCLE,school,Mali,MLI,OSM,14.85595,-3.02254,,,,False,
Toroli B,school,Mali,MLI,OSM,13.92154,-3.21765,,,,False,
École Yabatalou,school,Mali,MLI,OSM,14.21875,-3.49257,,,,False,
TINANI,school,Mali,MLI,OSM,13.56145,-3.66637,,,,False,
TIEBA,school,Mali,MLI,OSM,13.49305,-3.6291,,,,False,
DAR AL KHAÏRIA (ALJANABANDIA),school,Mali,MLI,OSM,16.28025,-0.03834,,,,False,
BOUREM IV,school,Mali,MLI,OSM,16.94915,-0.34228,,,,False,
ANDERAMBOUKANE A,school,Mali,MLI,OSM,15.42105,3.02309,,,,False,
ANDERAMBOUKANE [2ème C],school,Mali,MLI,OSM,15.42105,3.02336,,,,False,
ECU de AKERAWATE,school,Mali,MLI,OSM,15.54965,-0.48374,,,,False,
ALZANABANDIA ZABA,school,Mali,MLI,OSM,16.28064,-0.03845,,,,False,
ADIATA,school,Mali,MLI,OSM,16.99702,-1.47975,,,,False,
Zon,school,Mali,MLI,OSM,13.85105,-3.12513,,,,False,
BADJI-HAOUSSA S/C,school,Mali,MLI,OSM,15.68233,0.49915,,,,False,
DOGOBALA [1er C],school,Mali,MLI,OSM,12.70655,-7.86321,,,,False,
Ecole primaire Djidiè,school,Mali,MLI,OSM,13.03595,-8.26809,,,,False,
DIYA OUDINE (KOSSA),school,Mali,MLI,OSM,12.74705,-6.87499,,,,False,
DOMI,school,Mali,MLI,OSM,12.45855,-6.77965,,,,False,
DIAOU DINE,school,Mali,MLI,OSM,12.75853,-6.61045,,,,False,
Dioulafoundo,school,Mali,MLI,OSM,11.64234,-8.75185,,,,False,
ECOM SAFECORO,school,Mali,MLI,OSM,12.26005,-7.72358,,,,False,
ECOM N'TABACORO,school,Mali,MLI,OSM,12.36346,-7.88915,,,,False,
ECOM MASSAKO,school,Mali,MLI,OSM,12.16016,-7.95215,,,,False,
FANA B1 [2ème C],school,Mali,MLI,OSM,12.78135,-6.94717,,,,False,
FANA A1 [2ème C],school,Mali,MLI,OSM,12.78813,-6.95245,,,,False,
FADIOLA,school,Mali,MLI,OSM,12.94845,-7.23407,,,,False,
FADABOUGOU,school,Mali,MLI,OSM,12.44254,-6.78565,,,,False,
ECOM KAMANEGUELA,school,Mali,MLI,OSM,11.7134,-8.12335,,,,False,
ECOM FANI-CODIALAN;MEDERSA FANI CODIALAN,school,Mali,MLI,OSM,12.17038,-7.82805,,,,False,
BALLANZANTOMO,school,Mali,MLI,OSM,12.91741,-8.92725,,,,False,
BENDOUGOU [2ème C],school,Mali,MLI,OSM,13.05715,-9.39057,,,,False,
BATIMAKANA,school,Mali,MLI,OSM,13.25566,-9.39135,,,,False,
BARAGNA,school,Mali,MLI,OSM,12.96759,-9.58835,,,,False,
TIN-AOUKERT S/C,school,Mali,MLI,OSM,16.79845,0.16586,,,,False,
BADINKO [2ème C],school,Mali,MLI,OSM,12.96756,-9.22125,,,,False,
WALET INJAGAL,school,Mali,MLI,OSM,16.64465,0.26591,,,,False,
BOLE,school,Mali,MLI,OSM,12.02669,-6.94165,,,,False,
BANANKABOUGOU,school,Mali,MLI,OSM,12.68385,-7.15069,,,,False,
BANANCORO [2ème C]YCLE,school,Mali,MLI,OSM,11.71723,-8.67435,,,,False,
BAMANANTOUN,school,Mali,MLI,OSM,11.77106,-6.51565,,,,False,
BAKARIBA MARICO [2ème C] de SENOU,school,Mali,MLI,OSM,12.14704,-6.93625,,,,False,
BEGNENA,school,Mali,MLI,OSM,12.39875,-6.55744,,,,False,
BANIGOLO II,school,Mali,MLI,OSM,12.60805,-7.07429,,,,False,
BANCO-COURA [2ème C],school,Mali,MLI,OSM,12.41905,-8.09541,,,,False,
Confidence INT'L Academy,school,Nigeria,NGA,OSM,9.14185,7.38128,,,,False,
"Federal University of Technology Minna, Bosso Campus",university,Nigeria,NGA,OSM,9.65607,6.52875,,,,False,
Hammawa Primary School,school,Nigeria,NGA,OSM,9.20676,12.48645,,,,False,
Hagios International School,school,Nigeria,NGA,OSM,6.23526,8.10475,,,,True,Abakaliki (2 events)
Government Secondary School Bomo BOMO,school,Nigeria,NGA,OSM,11.18236,7.63235,,,,True,Sabon Gari (4 events)
Crane Schools,school,Nigeria,NGA,OSM,6.47043,3.62835,,,,True,Amowo-Odofin (2 events)
Crane College,school,Nigeria,NGA,OSM,6.47175,3.62856,,,,True,Amowo-Odofin (2 events)
Glory Land Academy,school,Nigeria,NGA,OSM,9.90135,8.94127,,,,True,Jos North (8 events)
Special Education Center,school,Nigeria,NGA,OSM,10.28015,9.80034,,,,True,Bauchi (7 events)
School of Nursing and Midwifery,college,Nigeria,NGA,OSM,10.33615,9.84491,,,,True,Bauchi (7 events)
Class 5A,school,Nigeria,NGA,OSM,10.30693,11.16755,,,,True,Gombe (1 events)
Erin-Ile Secondary School,school,Nigeria,NGA,OSM,8.10912,4.70598,,,,False,
"Government Technocal College, Erin-Ile",school,Nigeria,NGA,OSM,8.11174,4.70434,,,,False,
VICTORY PRIVATE PRIMARY SCHOOL,school,Nigeria,NGA,OSM,9.96306,8.86515,,,,True,Jos North (8 events)
Government Day,school,Nigeria,NGA,OSM,10.32965,9.81457,,,,True,Bauchi (7 events)
Dominion Integrated School,school,Nigeria,NGA,OSM,9.93435,8.91317,,,,True,Jos North (8 events)
Oviarien Primary School,school,Nigeria,NGA,OSM,5.36991,5.92233,,,,False,
Agboola Model School,school,Nigeria,NGA,OSM,9.92527,8.91285,,,,True,Jos North (8 events)
Albakans pre science school,school,Nigeria,NGA,OSM,9.89757,8.86515,,,,True,Jos North (8 events)
"Wesley Primary School, Gbara",school,Nigeria,NGA,OSM,6.52327,3.14015,,,,True,Ojo (3 events)
"Local Government Primary School, Ifote",school,Nigeria,NGA,OSM,6.72968,3.58585,,,,False,
"Baptist Day School, Ibogun Olaogun",school,Nigeria,NGA,OSM,6.71457,3.30602,,,,True,Agege (2 events)
"Local Government Primary School, Ajeregun",school,Nigeria,NGA,OSM,6.85125,3.64178,,,,False,
African Church Primary School I Okungbolu,school,Nigeria,NGA,OSM,6.79376,3.31493,,,,True,Ifo (2 events)
"St. Paul'S African Church School I, Agbado",school,Nigeria,NGA,OSM,6.8114,3.15765,,,,False,
